_id,_labels,betweenness,code,degree,name,pagerank,_start,_end,_type
4149,:skills,0,preschool.J2,0,"J.2 Coin values - 50c, $1 and $2",0.15,,,
4150,:skills,0,preschool.J3,0,J.3 Coin values - all coins,0.341250008,,,
4151,:skills,0,preschool.J4,0,J.4 Count 5c coins,0.986146865,,,
4152,:skills,966,preschool.K1,0,K.1 Name the shape,0.18091875,,,
4153,:skills,2.5,preschool.K2,0,K.2 Circles,0.169222618,,,
4154,:skills,2,preschool.K3,0,K.3 Squares,0.169222618,,,
4155,:skills,8.5,preschool.K4,0,K.4 Triangles,0.169222618,,,
4156,:skills,8.5,preschool.K5,0,K.5 Rectangles,0.169222618,,,
4157,:skills,0,preschool.K6,0,"K.6 Circles, squares and triangles",0.365758844,,,
4158,:skills,0,preschool.L1,0,L.1 Flat and solid shapes,0.15,,,
4159,:skills,159,preschool.L2,0,L.2 Name the solid shape,0.29672262,,,
4160,:skills,1.25,preschool.L3,0,L.3 Spheres,0.200442845,,,
4161,:skills,1.25,preschool.L4,0,L.4 Cubes,0.200442845,,,
4162,:skills,1.25,preschool.L5,0,L.5 Cones,0.200442845,,,
4163,:skills,1.25,preschool.L6,0,L.6 Cylinders,0.200442845,,,
4164,:skills,0,preschool.L7,0,L.7 Select solid shapes,0.831505694,,,
4165,:skills,0,foundation.A1,0,A.1 Learn to count to 3,0.15,,,
4166,:skills,3039,foundation.A2,0,A.2 Count to 3,0.277500005,,,
4167,:skills,2.333333333,foundation.A3,0,A.3 Count using stickers - up to 3,0.197175001,,,
4168,:skills,25.29166667,foundation.A4,0,A.4 Count on ten frames - up to 3,0.197175001,,,
4169,:skills,9.823809524,foundation.A5,0,A.5 Represent numbers - up to 3,0.197175001,,,
4170,:skills,0,foundation.A6,0,A.6 Ordinal numbers - up to third,0.197175001,,,
4171,:skills,0,foundation.B1,0,B.1 Learn to count to 5,0.15,,,
4172,:skills,9064.55119,foundation.B2,0,B.2 Count to 5,0.324675007,,,
4173,:skills,6.666666667,foundation.B3,0,B.3 Count using stickers - up to 5,0.352095473,,,
4174,:skills,2806.45,foundation.B4,0,B.4 Count on ten frames - up to 5,0.352095473,,,
4175,:skills,2698.147619,foundation.B5,0,B.5 Represent numbers - up to 5,0.352095473,,,
4176,:skills,70.47619048,foundation.B6,0,B.6 One more - up to 5,0.299640579,,,
4177,:skills,2.971428571,foundation.B7,0,B.7 Count one more - up to 5,0.200938898,,,
4178,:skills,8.166666667,foundation.B8,0,B.8 One less - up to 5,0.200938898,,,
4179,:skills,12.16666667,foundation.B9,0,B.9 Count one less - up to 5,0.320798069,,,
4180,:skills,0,foundation.B10,0,B.10 Ordinal numbers - up to fifth,0.184496721,,,
4181,:skills,0,foundation.C1,0,C.1 Learn to count to 10,0.15,,,
4182,:skills,11372.00964,foundation.C2,0,C.2 Count to 10,0.311996723,,,
4183,:skills,8,foundation.C3,0,C.3 Count using stickers - up to 10,0.465855985,,,
4184,:skills,5635.775,foundation.C4,0,C.4 Count on ten frames - up to 10,0.465855985,,,
4185,:skills,5289.357143,foundation.C5,0,C.5 Represent numbers - up to 10,0.316215404,,,
4186,:skills,2661.861905,foundation.C6,0,C.6 One more - up to 10,0.290533258,,,
4187,:skills,3.866666667,foundation.C7,0,C.7 Count one more - up to 10,0.403115822,,,
4188,:skills,31.83333333,foundation.C8,0,C.8 One less - up to 10,0.248892586,,,
4189,:skills,29.5,foundation.C9,0,C.9 Count one less - up to 10,0.392118531,,,
4190,:skills,7910.633333,foundation.C10,0,C.10 One more and one less - up to 10,0.338097105,,,
4191,:skills,0,foundation.C11,0,C.11 Count one more and one less - up to 10,0.802990108,,,
4192,:skills,6288.244074,foundation.C12,0,C.12 Count up and down - with numbers,0.166574826,,,
4193,:skills,15,foundation.C13,0,C.13 Count to fill a ten frame,0.2489944,,,
4194,:skills,252.3,foundation.C14,0,C.14 Tally marks - up to 10,0.2489944,,,
4195,:skills,38,foundation.C15,0,C.15 Number lines - up to 10,0.166574826,,,
4196,:skills,67.97777778,foundation.C16,0,"C.16 Before, after and between - up to 10",0.244392403,,,
4197,:skills,8,foundation.C17,0,C.17 Count forward and backward - up to 10,0.197196201,,,
4198,:skills,83.1047619,foundation.C18,0,C.18 Names of numbers - up to 10,0.166574826,,,
4199,:skills,3.5,foundation.C19,0,C.19 Complete a sequence - up to 10,0.197196201,,,
4200,:skills,0,foundation.C20,0,C.20 Ordinal numbers - up to tenth,0.166574826,,,
4201,:skills,1139.803813,foundation.D1,0,D.1 Count to 20,0.166574826,,,
4202,:skills,10231.50736,foundation.D2,0,D.2 Count on ten frames - up to 20,0.284391551,,,
4203,:skills,2,foundation.D3,0,D.3 Show numbers on ten frames - up to 20,0.210433205,,,
4204,:skills,0,foundation.D4,0,D.4 Represent numbers - up to 20,0.27499152,,,
4205,:skills,610.1441724,foundation.D5,0,D.5 Count up and down,0.185397152,,,
4206,:skills,0,foundation.D6,0,D.6 Tally marks - up to 20,0.434690849,,,
4207,:skills,147.6833333,foundation.D7,0,D.7 Number lines - up to 20,0.249725395,,,
4208,:skills,0,foundation.D8,0,"D.8 Before, after and between - up to 20",0.273284722,,,
4209,:skills,2583.960839,foundation.D9,0,D.9 Count forward and backward - up to 20,0.202529193,,,
4210,:skills,4629.960839,foundation.D10,0,D.10 Names of numbers - up to 20,0.23607491,,,
4211,:skills,0,foundation.D11,0,D.11 Complete a sequence - up to 20,0.474447212,,,
4212,:skills,8.5,foundation.D12,0,D.12 Count tens and ones - up to 20,0.232836377,,,
4213,:skills,2621.861379,foundation.E1,0,E.1 Count on ten frames - up to 30,0.210433205,,,
4214,:skills,356,foundation.E2,0,E.2 Count to 100,0.232754751,,,
4215,:skills,0,foundation.E3,0,E.3 Counting on the hundred chart,0.21594718,,,
4216,:skills,4932.031221,foundation.E4,0,E.4 Count groups of ten,0.194717057,,,
4217,:skills,465.5134921,foundation.E5,0,E.5 Number lines - up to 30,0.265472588,,,
4218,:skills,0,foundation.E6,0,E.6 Count tens and ones - up to 30,0.392627975,,,
4219,:skills,1046.185614,foundation.F1,0,F.1 Learn to skip-count by twos,0.185397152,,,
4220,:skills,2977.185614,foundation.F2,0,F.2 Skip-count by twos,0.228793791,,,
4221,:skills,2303.5,foundation.F3,0,F.3 Learn to skip-count by fives,0.21594718,,,
4222,:skills,4286.5,foundation.F4,0,F.4 Skip-count by fives,0.241777554,,,
4223,:skills,7182.031221,foundation.F5,0,F.5 Learn to skip-count by tens,0.232754751,,,
4224,:skills,9766.531221,foundation.F6,0,F.6 Skip-count by tens,0.24892077,,,
4225,:skills,8.5,foundation.F7,0,"F.7 Learn to skip-count by twos, fives and tens",0.419492116,,,
4226,:skills,0,foundation.F8,0,"F.8 Skip-count by twos, fives and tens",0.578343213,,,
4227,:skills,0,foundation.G1,0,G.1 Are there enough?,0.15,,,
4228,:skills,591,foundation.G2,0,G.2 Fewer and more - compare by matching,0.36090626,,,
4229,:skills,112.93706,foundation.G3,0,G.3 Fewer and more - compare by counting,0.268831602,,,
4230,:skills,49,foundation.G4,0,G.4 Fewer and more - compare in a mixed group,0.207126718,,,
4231,:skills,0,foundation.G5,0,"G.5 Fewer, more and same",0.252256774,,,
4232,:skills,1322.44194,foundation.G6,0,G.6 Compare two numbers - up to 10,0.166574826,,,
4233,:skills,15,foundation.G7,0,G.7 Compare three numbers - up to 10,0.220794304,,,
4234,:skills,0,foundation.H1,0,H.1 Colour patterns,0.15,,,
4235,:skills,0,foundation.H2,0,H.2 Size patterns,0.15,,,
4236,:skills,0,foundation.H3,0,H.3 Shape patterns,0.15,,,
4237,:skills,14,foundation.H4,0,H.4 Find the next shape in a pattern,0.179244386,,,
4238,:skills,0,foundation.H5,0,H.5 Complete a pattern,0.302357733,,,
4239,:skills,20,foundation.H6,0,H.6 Growing patterns,0.179244386,,,
4240,:skills,18,foundation.H7,0,H.7 Find the next shape in a growing pattern,0.353296632,,,
4241,:skills,0,foundation.H8,0,H.8 Find the next row in a growing pattern,0.450302147,,,
4242,:skills,0,foundation.I1,0,I.1 Inside and outside,0.15,,,
4243,:skills,1,foundation.I2,0,I.2 Above and below,0.213750003,,,
4244,:skills,0,foundation.I3,0,I.3 Above and below - find solid figures,0.369328068,,,
4245,:skills,1,foundation.I4,0,I.4 Beside and next to,0.213750003,,,
4246,:skills,0,foundation.I5,0,I.5 Beside and next to - find solid figures,0.369328068,,,
4247,:skills,0,foundation.I6,0,"I.6 Left, middle and right",0.15,,,
4248,:skills,0,foundation.I7,0,"I.7 Top, middle and bottom",0.15,,,
4249,:skills,0,foundation.I8,0,I.8 Location in a grid,0.277500005,,,
4250,:skills,0,foundation.J1,0,J.1 Long and short,0.15,,,
4251,:skills,0,foundation.J2,0,J.2 Tall and short,0.15,,,
4252,:skills,2,foundation.J3,0,J.3 Wide and narrow,0.213750003,,,
4253,:skills,0,foundation.J4,0,J.4 Light and heavy,0.15,,,
4254,:skills,0,foundation.J5,0,J.5 Holds more or less,0.15,,,
4255,:skills,0,foundation.J6,0,"J.6 Compare size, weight and capacity",0.656812541,,,
4256,:skills,0,foundation.J7,0,J.7 Measure using objects,0.545977601,,,
4257,:skills,2287.668607,foundation.K1,0,K.1 Add with pictures - sums up to 5,0.184496721,,,
4258,:skills,5.5,foundation.K2,0,K.2 Addition sentences - sums up to 5,0.172403174,,,
4259,:skills,8.888888889,foundation.K3,0,K.3 Make a number using addition - sums up to 5,0.213030354,,,
4260,:skills,77.22222222,foundation.K4,0,K.4 Add two numbers - sums up to 5,0.296613422,,,
4261,:skills,9.166666667,foundation.K5,0,K.5 Complete the addition sentence - sums up to 5,0.34949161,,,
4262,:skills,3.833333333,foundation.K6,0,K.6 Addition word problems - sums up to 5,0.213030354,,,
4263,:skills,30.88888889,foundation.L1,0,L.1 Add with pictures - sums up to 10,0.188978,,,
4264,:skills,18,foundation.L2,0,L.2 Addition sentences - sums up to 10,0.303587004,,,
4265,:skills,5.333333333,foundation.L3,0,L.3 Make a number using addition - sums up to 10,0.347398311,,,
4266,:skills,62.44444444,foundation.L4,0,L.4 Add two numbers - sums up to 10,0.37715439,,,
4267,:skills,9,foundation.L5,0,L.5 Complete the addition sentence - sums up to 10,1.009437338,,,
4268,:skills,8,foundation.L6,0,L.6 Complete the addition sentence - make 10,0.361645244,,,
4269,:skills,0,foundation.L7,0,L.7 Write addition sentences,0.279024477,,,
4270,:skills,0,foundation.L8,0,L.8 Addition word problems - sums up to 10,0.437936214,,,
4271,:skills,1463.301428,foundation.M1,0,M.1 Subtract with pictures - numbers up to 5,0.206899896,,,
4272,:skills,4.666666667,foundation.M2,0,M.2 Subtraction sentences - numbers up to 5,0.185172982,,,
4273,:skills,40.22222222,foundation.M3,0,M.3 Subtract - numbers up to 5,0.384542506,,,
4274,:skills,0,foundation.M4,0,M.4 Complete the subtraction sentence - numbers up to 5,0.407487648,,,
4275,:skills,0,foundation.M5,0,M.5 Subtraction word problems - numbers up to 5,0.25895371,,,
4276,:skills,45.94444444,foundation.N1,0,N.1 Subtract with pictures - numbers up to 10,0.201747807,,,
4277,:skills,10,foundation.N2,0,N.2 Subtraction sentences - numbers up to 10,0.393139862,,,
4278,:skills,0,foundation.N3,0,N.3 Make a number using subtraction - numbers up to 10,0.258216392,,,
4279,:skills,86.5,foundation.N4,0,N.4 Subtract - numbers up to 10,0.509253604,,,
4280,:skills,0,foundation.N5,0,N.5 Complete the subtraction sentence - numbers up to 10,1.116238123,,,
4281,:skills,0,foundation.N6,0,N.6 Write subtraction sentences,0.48416889,,,
4282,:skills,0,foundation.N7,0,N.7 Subtraction word problems - numbers up to 10,0.258216392,,,
4283,:skills,0,foundation.O1,0,O.1 Equal parts,0.15,,,
4284,:skills,0,foundation.O2,0,"O.2 Identify halves, thirds, quarters",0.277500005,,,
4285,:skills,1,foundation.P1,0,P.1 Match analogue clocks and times,0.192500001,,,
4286,:skills,0,foundation.P2,0,P.2 Match digital clocks and times,0.15,,,
4287,:skills,0,foundation.P3,0,P.3 Match analogue and digital clocks,0.247041668,,,
4288,:skills,0,foundation.P4,0,P.4 Read clocks and write times,0.204541668,,,
4289,:skills,2,foundation.P5,0,P.5 A.M. or P.M.,0.247041668,,,
4290,:skills,0,foundation.P6,0,P.6 Times of everyday events,0.359985423,,,
4291,:skills,0,foundation.P7,0,P.7 Days of the week,0.15,,,
4292,:skills,0,foundation.P8,0,P.8 Seasons,0.15,,,
4293,:skills,445,foundation.Q1,0,Q.1 Same,0.224936557,,,
4294,:skills,396,foundation.Q2,0,Q.2 Different,0.176321305,,,
4295,:skills,0,foundation.Q3,0,Q.3 Same and different,0.288668577,,,
4296,:skills,0,foundation.Q4,0,Q.4 Same shape,0.213732025,,,
4297,:skills,0,foundation.Q5,0,Q.5 Classify shapes by colour,0.15,,,
4298,:skills,18,foundation.Q6,0,Q.6 Classify and sort by shape,0.342202096,,,
4299,:skills,3,foundation.Q7,0,Q.7 Classify and sort,0.558809287,,,
4300,:skills,0,foundation.Q8,0,Q.8 Sort shapes into a Venn diagram,1.143825376,,,
4301,:skills,7,foundation.Q9,0,Q.9 Count shapes in a Venn diagram,0.384276917,,,
4302,:skills,254.9777778,foundation.R1,0,R.1 Put numbers up to 10 in order,0.451571127,,,
4303,:skills,887.4912698,foundation.R2,0,R.2 Put numbers up to 30 in order,0.759487157,,,
4304,:skills,271.2095238,foundation.S1,0,S.1 Making graphs I,0.272525573,,,
4305,:skills,140.6,foundation.S2,0,S.2 Making graphs II,0.265823371,,,
4306,:skills,0,foundation.T1,0,T.1 More or less likely,0.207126718,,,
4307,:skills,0,foundation.U1,0,U.1 Coin values,0.15,,,
4308,:skills,0,foundation.U2,0,U.2 Count money - 5c coins,0.15,,,
4309,:skills,9,foundation.U3,0,U.3 Count money - 5c and 10c coins,0.298658271,,,
4310,:skills,25.5,foundation.U4,0,"U.4 Count money - 5c, 10c and 20c coins",0.469806713,,,
4311,:skills,10.5,foundation.U5,0,U.5 Equivalent groups of coins,0.549335714,,,
4312,:skills,32,foundation.U6,0,U.6 Exchanging groups of coins,0.660928177,,,
4313,:skills,11,foundation.U7,0,U.7 Exchanging coins,0.711788946,,,
4314,:skills,0,foundation.U8,0,U.8 Compare two groups of coins,1.077802651,,,
4315,:skills,731.3,foundation.V1,0,V.1 Name the two-dimensional shape,0.185797444,,,
4316,:skills,21,foundation.V2,0,V.2 Circles,0.248240918,,,
4317,:skills,0,foundation.V3,0,V.3 Triangles,0.15,,,
4318,:skills,21,foundation.V4,0,V.4 Squares and rectangles,0.320160539,,,
4319,:skills,0,foundation.V5,0,V.5 Hexagons,0.15,,,
4320,:skills,80,foundation.V6,0,V.6 Select two-dimensional shapes,0.904480479,,,
4321,:skills,9,foundation.V7,0,V.7 Count sides and corners,0.176321305,,,
4322,:skills,9,foundation.V8,0,V.8 Compare sides and corners,0.282063274,,,
4323,:skills,0,foundation.V9,0,V.9 Introduction to symmetry,0.15,,,
4324,:skills,0,foundation.V10,0,V.10 Identify pictures with symmetry,0.277500005,,,
4325,:skills,0,foundation.W1,0,W.1 Two-dimensional and three-dimensional shapes,0.15,,,
4326,:skills,648.8,foundation.W2,0,W.2 Name the three-dimensional shape,0.354264162,,,
4327,:skills,10.5,foundation.W3,0,W.3 Spheres,0.187640567,,,
4328,:skills,17.5,foundation.W4,0,W.4 Cubes,0.187640567,,,
4329,:skills,10.5,foundation.W5,0,W.5 Cones,0.187640567,,,
4330,:skills,10.5,foundation.W6,0,W.6 Cylinders,0.187640567,,,
4331,:skills,60,foundation.W7,0,W.7 Select three-dimensional shapes,0.708230663,,,
4332,:skills,0,foundation.W8,0,W.8 Identify shapes traced from solids,0.213961874,,,
4333,:skills,19,foundation.W9,0,W.9 Shapes of everyday objects I,0.450998039,,,
4334,:skills,0,foundation.W10,0,W.10 Shapes of everyday objects II,0.533348333,,,
4335,:skills,0,foundation.X1,0,X.1 Sum and difference,0.279024477,,,
4336,:skills,23161.00061,Y1.A1,0,A.1 Counting review - up to 10,0.399860462,,,
4337,:skills,50.49393939,Y1.A2,0,A.2 Count to fill a ten frame,0.26598847,,,
4338,:skills,15026.36501,Y1.A3,0,A.3 Counting review - up to 20,0.227427275,,,
4339,:skills,3300.256555,Y1.A4,0,A.4 Counting tens and ones - up to 30,0.180830437,,,
4340,:skills,57,Y1.A5,0,A.5 Count on ten frames - up to 40,0.194717057,,,
4341,:skills,7879.729344,Y1.A6,0,A.6 Counting - up to 100,0.171158265,,,
4342,:skills,7432.932425,Y1.A7,0,A.7 Counting tens and ones - up to 99,0.248011204,,,
4343,:skills,42,Y1.A8,0,"A.8 Counting by twos, fives and tens with pictures",0.200616651,,,
4344,:skills,26,Y1.A9,0,"A.9 Counting by twos, fives and tens",0.320524158,,,
4345,:skills,19815.46514,Y1.A10,0,A.10 Counting forward and backward,0.317375712,,,
4346,:skills,5550.515383,Y1.A11,0,A.11 Number lines,0.179974374,,,
4347,:skills,17,Y1.A12,0,A.12 Counting on the hundred chart,0.169122278,,,
4348,:skills,55,Y1.A13,0,A.13 Hundred chart,0.264038877,,,
4349,:skills,51,Y1.A14,0,A.14 Even or odd,0.169331318,,,
4350,:skills,0,Y1.A15,0,A.15 Identify numbers as even or odd,0.221965813,,,
4351,:skills,16,Y1.A16,0,A.16 Even or odd numbers on number lines,0.241088088,,,
4352,:skills,0,Y1.A17,0,A.17 Which even or odd number comes before or after?,0.384899249,,,
4353,:skills,8,Y1.A18,0,A.18 Skip-counting patterns - with tables,0.422445533,,,
4354,:skills,0,Y1.A19,0,"A.19 Sequences - count up and down by 1, 2, 3, 5 and 10",0.539053082,,,
4355,:skills,28,Y1.A20,0,A.20 Ordinal numbers,0.166994069,,,
4356,:skills,6674.960839,Y1.A21,0,A.21 Writing numbers in words,0.350663675,,,
4357,:skills,0,Y1.A22,0,"A.22 Roman numerals I, V, X",0.335444104,,,
4358,:skills,56,Y1.B1,0,B.1 Place value models - tens and ones,0.192161904,,,
4359,:skills,11.5,Y1.B2,0,B.2 Write tens and ones - up to 30,0.226852938,,,
4360,:skills,29,Y1.B3,0,B.3 Place value models - up to hundreds,0.313337624,,,
4361,:skills,0,Y1.B4,0,B.4 Write tens and ones - up to 100,0.384986902,,,
4362,:skills,0,Y1.B5,0,B.5 Place value models - up to thousands,0.416336979,,,
4363,:skills,8401.014372,Y1.C1,0,C.1 Add with pictures - sums up to 10,0.189397244,,,
4364,:skills,564.7707875,Y1.C2,0,C.2 Addition sentences - sums up to 10,0.211176473,,,
4365,:skills,2108.504631,Y1.C3,0,C.3 Addition sentences using number lines - sums up to 10,0.180621396,,,
4366,:skills,0,Y1.C4,0,C.4 Adding zero,0.17745485,,,
4367,:skills,651.0260711,Y1.D1,0,D.1 Adding 1,0.161499119,,,
4368,:skills,635.0260711,Y1.D2,0,D.2 Adding 2,0.161499119,,,
4369,:skills,635.0260711,Y1.D3,0,D.3 Adding 3,0.161499119,,,
4370,:skills,635.0260711,Y1.D4,0,D.4 Adding 4,0.161499119,,,
4371,:skills,635.0260711,Y1.D5,0,D.5 Adding 5,0.161499119,,,
4372,:skills,635.0260711,Y1.D6,0,D.6 Adding 6,0.161499119,,,
4373,:skills,635.0260711,Y1.D7,0,D.7 Adding 7,0.161499119,,,
4374,:skills,635.0260711,Y1.D8,0,D.8 Adding 8,0.161499119,,,
4375,:skills,635.0260711,Y1.D9,0,D.9 Adding 9,0.161499119,,,
4376,:skills,667.0260711,Y1.D10,0,D.10 Adding 0,0.161499119,,,
4377,:skills,3018.57619,Y1.E1,0,E.1 Addition facts - sums up to 10,0.286597426,,,
4378,:skills,216.674359,Y1.E2,0,E.2 Ways to make a number - addition sentences,0.240509999,,,
4379,:skills,139.2333333,Y1.E3,0,E.3 Make a number using addition - sums up to 10,0.180450977,,,
4380,:skills,0,Y1.E4,0,E.4 Complete the addition sentence - sums up to 10,0.203126102,,,
4381,:skills,3436.95,Y1.E5,0,E.5 Addition word problems - sums up to 10,0.180450977,,,
4382,:skills,52.66666667,Y1.E6,0,E.6 Addition sentences for word problems - sums up to 10,0.248179172,,,
4383,:skills,221.2655844,Y1.E7,0,E.7 Addition facts - sums up to 18,0.672538935,,,
4384,:skills,1669.524869,Y1.E8,0,E.8 Addition sentences using number lines - sums up to 18,0.226764095,,,
4385,:skills,183.4441558,Y1.E9,0,E.9 Addition word problems - sums up to 18,0.474174884,,,
4386,:skills,0,Y1.E10,0,E.10 Addition sentences for word problems - sums up to 18,0.322650923,,,
4387,:skills,466.810119,Y1.E11,0,E.11 Addition facts - sums up to 20,0.672538935,,,
4388,:skills,146,Y1.E12,0,E.12 Make a number using addition - sums up to 20,0.264331619,,,
4389,:skills,0,Y1.E13,0,E.13 Addition sentences for word problems - sums up to 20,0.322650923,,,
4390,:skills,0,Y1.E14,0,E.14 Addition sentences: true or false?,0.295008285,,,
4391,:skills,107.1220238,Y1.E15,0,E.15 Add a one-digit number to a two-digit number - without regrouping,0.264331619,,,
4392,:skills,23.55059524,Y1.E16,0,E.16 Add a one-digit number to a two-digit number - with regrouping,0.26234094,,,
4393,:skills,58.8,Y1.F1,0,F.1 Add doubles,0.180450977,,,
4394,:skills,0,Y1.F2,0,F.2 Add using doubles plus one,0.222664398,,,
4395,:skills,0,Y1.F3,0,F.3 Add using doubles minus one,0.234792938,,,
4396,:skills,19.25,Y1.F4,0,F.4 Add three numbers - use doubles,0.302677457,,,
4397,:skills,39.49393939,Y1.F5,0,F.5 Complete the addition sentence - make ten,0.406766873,,,
4398,:skills,47.89393939,Y1.F6,0,F.6 Add three numbers - make ten,0.526202836,,,
4399,:skills,103.9428571,Y1.F7,0,F.7 Add two multiples of ten,0.201609243,,,
4400,:skills,41.6547619,Y1.F8,0,F.8 Add a multiple of ten,0.235683931,,,
4401,:skills,18.14393939,Y1.F9,0,F.9 Add three numbers,0.966043137,,,
4402,:skills,0,Y1.F10,0,F.10 Add three numbers - word problems,1.038311444,,,
4403,:skills,2894.523049,Y1.G1,0,G.1 Subtract with pictures - numbers up to 10,0.196672101,,,
4404,:skills,867.3910776,Y1.G2,0,G.2 Subtraction sentences - numbers up to 10,0.213608295,,,
4405,:skills,1757.105447,Y1.G3,0,G.3 Subtraction sentences using number lines - numbers up to 10,0.183053218,,,
4406,:skills,0,Y1.G4,0,G.4 Subtract zero and all,0.184835326,,,
4407,:skills,359.5038426,Y1.H1,0,H.1 Subtracting 1,0.163930941,,,
4408,:skills,341.5038426,Y1.H2,0,H.2 Subtracting 2,0.163930941,,,
4409,:skills,341.5038426,Y1.H3,0,H.3 Subtracting 3,0.163930941,,,
4410,:skills,341.5038426,Y1.H4,0,H.4 Subtracting 4,0.163930941,,,
4411,:skills,341.5038426,Y1.H5,0,H.5 Subtracting 5,0.163930941,,,
4412,:skills,341.5038426,Y1.H6,0,H.6 Subtracting 6,0.163930941,,,
4413,:skills,341.5038426,Y1.H7,0,H.7 Subtracting 7,0.163930941,,,
4414,:skills,341.5038426,Y1.H8,0,H.8 Subtracting 8,0.163930941,,,
4415,:skills,341.5038426,Y1.H9,0,H.9 Subtracting 9,0.163930941,,,
4416,:skills,377.5038426,Y1.H10,0,H.10 Subtracting 0,0.163930941,,,
4417,:skills,3519.364625,Y1.I1,0,I.1 Subtraction facts - numbers up to 10,0.264111031,,,
4418,:skills,0,Y1.I2,0,I.2 Ways to make a number - subtraction sentences,0.215629814,,,
4419,:skills,65.14102564,Y1.I3,0,I.3 Ways to subtract from a number - subtraction sentences,0.215629814,,,
